equipo,nombre,n,media_lambda,varianza,desviacion_estandar,minimo,maximo,asimetria,curtosis,ratio_varianza_media,adf_estadistico,adf_p_valor,adf_conclusion,kpss_estadistico,kpss_p_valor,kpss_conclusion,lambda_global,lambda_local,lambda_visitante,aic_homogeneo,aic_no_homogeneo,conclusion_no_homogeneo,umbral_evento,n_eventos,lambda_exp,media_tiempos_entre_eventos,P_WW,P_WL,P_LW,P_LL,pi_W,pi_L,prop_W,ultimo,prob_W_sig,prediccion
warriors,Golden State Warriors,164,115.78048780487805,162.17132659131468,12.73465062698285,85.0,148.0,-0.04376767561001759,-0.4129226882918591,1.4006792479974515,-3.9834820730321274,0.0014995170139119594,Serie ESTACIONARIA (rechaza H0 de raiz unitaria),0.4442252171674581,0.05809257880713013,Serie ESTACIONARIA (no rechaza H0),115.78048780487805,114.98780487804878,116.57317073170732,1313.2254291778233,1314.33538641241,El modelo HOMOGENEO tiene mejor AIC. No hay evidencia suficiente de que lambda varie por local/visitante.,128.5151384318609,27,0.16560509554140126,6.038461538461538,0.5531914893617021,0.44680851063829785,0.6086956521739131,0.391304347826087,0.5766871165644173,0.4233128834355828,0.573170731707317,L,0.6086956521739131,W
