SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
22024,1610612749,MIL,Milwaukee Bucks,0022400684,2025-01-31,MIL @ SAS,L,241,118,43,100,0.43,12,37,0.324,20,26,0.769,17,30,47,24,3,8,10,19,-26.0
22024,1610612749,MIL,Milwaukee Bucks,0022400662,2025-01-28,MIL @ POR,L,238,112,44,87,0.506,11,35,0.314,13,18,0.722,9,27,36,26,8,2,11,22,-13.0
22024,1610612749,MIL,Milwaukee Bucks,0022400658,2025-01-27,MIL @ UTA,W,239,125,52,86,0.605,12,34,0.353,9,17,0.529,5,41,46,33,6,5,12,18,15.0
22024,1610612749,MIL,Milwaukee Bucks,0022400646,2025-01-25,MIL @ LAC,L,239,117,37,79,0.468,13,35,0.371,30,34,0.882,5,37,42,24,2,5,13,21,-10.0
22024,1610612749,MIL,Milwaukee Bucks,0022400624,2025-01-23,MIL vs. MIA,W,241,125,46,98,0.469,18,40,0.45,15,20,0.75,11,44,55,32,5,6,6,14,29.0
22024,1610612749,MIL,Milwaukee Bucks,0022400594,2025-01-19,MIL vs. PHI,W,242,123,43,87,0.494,14,37,0.378,23,30,0.767,7,41,48,31,2,3,6,16,14.0
22024,1610612749,MIL,Milwaukee Bucks,0022400580,2025-01-17,MIL vs. TOR,W,239,130,42,81,0.519,13,31,0.419,33,41,0.805,11,33,44,25,7,5,13,23,18.0
22024,1610612749,MIL,Milwaukee Bucks,0022400564,2025-01-15,MIL vs. ORL,W,239,122,45,72,0.625,7,12,0.583,25,35,0.714,3,46,49,24,10,10,21,20,29.0
22024,1610612749,MIL,Milwaukee Bucks,0022400558,2025-01-14,MIL vs. SAC,W,242,130,49,99,0.495,17,45,0.378,15,18,0.833,11,41,52,32,2,4,7,21,15.0
22024,1610612749,MIL,Milwaukee Bucks,0022400539,2025-01-12,MIL @ NYK,L,240,106,43,94,0.457,10,34,0.294,10,17,0.588,15,24,39,22,6,3,14,20,-34.0
22024,1610612749,MIL,Milwaukee Bucks,0022400526,2025-01-10,MIL @ ORL,W,241,109,43,83,0.518,9,25,0.36,14,23,0.609,7,36,43,18,10,5,11,18,3.0
22024,1610612749,MIL,Milwaukee Bucks,0022400516,2025-01-08,MIL vs. SAS,W,240,121,44,92,0.478,19,42,0.452,14,20,0.7,10,47,57,26,7,4,10,16,16.0
22024,1610612749,MIL,Milwaukee Bucks,0022400497,2025-01-06,MIL @ TOR,W,241,128,47,82,0.573,22,44,0.5,12,15,0.8,7,39,46,37,7,8,21,19,24.0
22024,1610612749,MIL,Milwaukee Bucks,0022400483,2025-01-04,MIL vs. POR,L,240,102,41,95,0.432,13,41,0.317,7,9,0.778,7,36,43,25,14,3,11,13,-3.0
22024,1610612749,MIL,Milwaukee Bucks,0022400465,2025-01-02,MIL vs. BKN,L,241,110,40,90,0.444,11,37,0.297,19,28,0.679,13,33,46,21,6,6,14,21,-3.0
22024,1610612749,MIL,Milwaukee Bucks,0022400450,2024-12-31,MIL @ IND,W,240,120,45,97,0.464,12,33,0.364,18,24,0.75,13,38,51,27,10,0,12,22,8.0
22024,1610612749,MIL,Milwaukee Bucks,0022400430,2024-12-28,MIL @ CHI,L,240,111,41,102,0.402,15,45,0.333,14,14,1.0,6,37,43,27,6,7,7,16,-5.0
22024,1610612749,MIL,Milwaukee Bucks,0022400415,2024-12-26,MIL vs. BKN,L,239,105,41,83,0.494,15,38,0.395,8,12,0.667,8,31,39,23,12,3,22,18,-6.0
22024,1610612749,MIL,Milwaukee Bucks,0022400398,2024-12-23,MIL @ CHI,W,241,112,40,87,0.46,18,43,0.419,14,17,0.824,7,42,49,24,7,1,13,16,21.0
22024,1610612749,MIL,Milwaukee Bucks,0022400382,2024-12-21,MIL vs. WAS,W,241,112,44,98,0.449,20,48,0.417,4,5,0.8,10,34,44,35,12,2,11,14,11.0
22024,1610612749,MIL,Milwaukee Bucks,0022400374,2024-12-20,MIL @ CLE,L,238,101,40,85,0.471,10,27,0.37,11,18,0.611,10,35,45,23,14,4,20,17,-23.0
62024,1610612749,MIL,Milwaukee Bucks,0062400001,2024-12-17,MIL @ OKC,W,243,97,34,81,0.42,17,40,0.425,12,18,0.667,9,43,52,25,6,4,17,20,16.0
22024,1610612749,MIL,Milwaukee Bucks,0022401229,2024-12-14,ATL @ MIL,W,239,110,39,86,0.453,14,45,0.311,18,27,0.667,6,41,47,28,8,8,12,27,8.0
22024,1610612749,MIL,Milwaukee Bucks,0022401201,2024-12-10,MIL vs. ORL,W,240,114,42,77,0.545,11,30,0.367,19,25,0.76,5,32,37,27,9,6,16,17,5.0
22024,1610612749,MIL,Milwaukee Bucks,0022400348,2024-12-08,MIL @ BKN,W,240,118,39,68,0.574,15,31,0.484,25,32,0.781,3,28,31,26,6,7,16,18,5.0
22024,1610612749,MIL,Milwaukee Bucks,0022400335,2024-12-06,MIL @ BOS,L,239,105,40,94,0.426,11,29,0.379,14,17,0.824,12,39,51,16,4,2,9,16,-6.0
22024,1610612749,MIL,Milwaukee Bucks,0022400323,2024-12-04,MIL vs. ATL,L,240,104,33,78,0.423,15,45,0.333,23,35,0.657,8,32,40,23,7,4,18,22,-15.0
22024,1610612749,MIL,Milwaukee Bucks,0022400052,2024-12-03,MIL @ DET,W,240,128,45,80,0.563,23,41,0.561,15,21,0.714,4,32,36,26,10,6,16,17,21.0
22024,1610612749,MIL,Milwaukee Bucks,0022400302,2024-11-30,MIL vs. WAS,W,239,124,44,86,0.512,16,35,0.457,20,25,0.8,7,31,38,31,5,6,11,18,10.0
22024,1610612749,MIL,Milwaukee Bucks,0022400036,2024-11-26,MIL @ MIA,W,239,106,36,77,0.468,20,42,0.476,14,17,0.824,9,32,41,23,5,7,10,19,3.0
22024,1610612749,MIL,Milwaukee Bucks,0022400268,2024-11-23,MIL vs. CHA,W,241,125,43,89,0.483,18,37,0.486,21,26,0.808,10,41,51,20,3,9,14,22,6.0
22024,1610612749,MIL,Milwaukee Bucks,0022400029,2024-11-22,MIL vs. IND,W,242,129,48,90,0.533,17,36,0.472,16,20,0.8,10,34,44,33,10,4,17,19,12.0
22024,1610612749,MIL,Milwaukee Bucks,0022400253,2024-11-20,MIL vs. CHI,W,241,122,44,80,0.55,13,36,0.361,21,31,0.677,10,35,45,30,7,2,11,13,16.0
22024,1610612749,MIL,Milwaukee Bucks,0022400248,2024-11-18,MIL vs. HOU,W,241,101,38,83,0.458,13,33,0.394,12,19,0.632,4,39,43,21,8,8,15,18,1.0
22024,1610612749,MIL,Milwaukee Bucks,0022400229,2024-11-16,MIL @ CHA,L,240,114,47,92,0.511,15,36,0.417,5,11,0.455,8,32,40,31,6,6,9,18,-1.0
22024,1610612749,MIL,Milwaukee Bucks,0022400223,2024-11-13,MIL vs. DET,W,266,127,45,95,0.474,15,35,0.429,22,25,0.88,9,38,47,26,10,9,11,12,7.0
22024,1610612749,MIL,Milwaukee Bucks,0022400005,2024-11-12,MIL vs. TOR,W,240,99,38,94,0.404,16,56,0.286,7,12,0.583,12,35,47,25,16,9,16,18,14.0
22024,1610612749,MIL,Milwaukee Bucks,0022400202,2024-11-10,MIL vs. BOS,L,240,107,39,81,0.481,13,32,0.406,16,21,0.762,5,36,41,21,9,8,12,18,-6.0
22024,1610612749,MIL,Milwaukee Bucks,0022400189,2024-11-08,MIL @ NYK,L,238,94,36,83,0.434,7,30,0.233,15,23,0.652,11,30,41,20,1,5,12,16,-22.0
22024,1610612749,MIL,Milwaukee Bucks,0022400182,2024-11-07,MIL vs. UTA,W,238,123,43,84,0.512,15,35,0.429,22,30,0.733,11,30,41,20,13,3,10,21,23.0
22024,1610612749,MIL,Milwaukee Bucks,0022400154,2024-11-04,MIL @ CLE,L,240,114,42,86,0.488,17,35,0.486,13,15,0.867,7,42,49,21,6,6,14,15,-2.0
22024,1610612749,MIL,Milwaukee Bucks,0022400145,2024-11-02,MIL vs. CLE,L,241,113,43,89,0.483,18,39,0.462,9,15,0.6,10,35,45,24,3,3,13,23,-1.0
22024,1610612749,MIL,Milwaukee Bucks,0022400128,2024-10-31,MIL @ MEM,L,242,99,41,96,0.427,9,42,0.214,8,19,0.421,9,29,38,20,10,4,10,27,-23.0
22024,1610612749,MIL,Milwaukee Bucks,0022400104,2024-10-28,MIL @ BOS,L,241,108,37,82,0.451,8,31,0.258,26,31,0.839,8,35,43,18,7,6,16,24,-11.0
22024,1610612749,MIL,Milwaukee Bucks,0022400098,2024-10-27,MIL @ BKN,L,238,102,33,74,0.446,10,33,0.303,26,31,0.839,7,36,43,20,7,3,18,17,-13.0
22024,1610612749,MIL,Milwaukee Bucks,0022400083,2024-10-25,MIL vs. CHI,L,241,122,46,93,0.495,13,40,0.325,17,25,0.68,8,39,47,24,5,3,14,14,-11.0
22024,1610612749,MIL,Milwaukee Bucks,0022400066,2024-10-23,MIL @ PHI,W,239,124,43,80,0.538,16,37,0.432,22,31,0.71,8,38,46,27,4,9,14,23,15.0
12024,1610612749,MIL,Milwaukee Bucks,0012400062,2024-10-17,MIL @ DAL,L,240,84,35,94,0.372,11,35,0.314,3,5,0.6,7,30,37,28,8,4,12,20,-25.0
12024,1610612749,MIL,Milwaukee Bucks,0012400048,2024-10-14,MIL vs. CHI,W,241,111,37,86,0.43,11,34,0.324,26,34,0.765,10,44,54,24,12,6,14,22,4.0
12024,1610612749,MIL,Milwaukee Bucks,0012400028,2024-10-10,MIL vs. LAL,L,240,102,40,87,0.46,13,29,0.448,9,14,0.643,10,39,49,32,10,7,19,18,-5.0
12024,1610612749,MIL,Milwaukee Bucks,0012400008,2024-10-06,MIL @ DET,L,241,87,30,86,0.349,19,48,0.396,8,9,0.889,10,36,46,20,6,12,24,20,-33.0
