equipo,nombre,n,media_lambda,varianza,desviacion_estandar,minimo,maximo,asimetria,curtosis,ratio_varianza_media,adf_estadistico,adf_p_valor,adf_conclusion,kpss_estadistico,kpss_p_valor,kpss_conclusion,lambda_global,lambda_local,lambda_visitante,aic_homogeneo,aic_no_homogeneo,conclusion_no_homogeneo,umbral_evento,n_eventos,lambda_exp,media_tiempos_entre_eventos,P_WW,P_WL,P_LW,P_LL,pi_W,pi_L,prop_W,ultimo,prob_W_sig,prediccion
heat,Miami Heat,164,110.3719512195122,137.5506766805473,11.728200061413828,85.0,153.0,0.16066465042901457,0.4663008129859776,1.2462466701071628,-12.044619766868838,2.6828043236451283e-22,Serie ESTACIONARIA (rechaza H0 de raiz unitaria),0.06835068331022162,0.1,Serie ESTACIONARIA (no rechaza H0),110.3719512195122,111.90243902439025,108.84146341463415,1278.651862594713,1277.1712251069944,El modelo NO HOMOGENEO tiene mejor AIC. Lambda varia significativamente entre partidos de local y visitante.,122.10015128092603,19,0.12162162162162163,8.222222222222221,0.4939759036144578,0.5060240963855421,0.5125,0.4875,0.5031790625462073,0.49682093745379274,0.5060975609756098,L,0.5125,W
