equipo,nombre,n,media_lambda,varianza,desviacion_estandar,minimo,maximo,asimetria,curtosis,ratio_varianza_media,adf_estadistico,adf_p_valor,adf_conclusion,kpss_estadistico,kpss_p_valor,kpss_conclusion,lambda_global,lambda_local,lambda_visitante,aic_homogeneo,aic_no_homogeneo,conclusion_no_homogeneo,umbral_evento,n_eventos,lambda_exp,media_tiempos_entre_eventos,P_WW,P_WL,P_LW,P_LL,pi_W,pi_L,prop_W,ultimo,prob_W_sig,prediccion
bucks,Milwaukee Bucks,164,117.2439024390244,150.75758477096966,12.278338029675256,88.0,146.0,0.09738266213256813,-0.3930653608531691,1.2858458447284702,-3.764919842207863,0.0032873286622712525,Serie ESTACIONARIA (rechaza H0 de raiz unitaria),0.5733443314515672,0.025147673096493874,Serie NO estacionaria (rechaza H0 de estacionariedad),117.2439024390244,119.92771084337349,114.49382716049382,1295.2470125598697,1286.9201023660592,El modelo NO HOMOGENEO tiene mejor AIC. Lambda varia significativamente entre partidos de local y visitante.,129.52224046869966,27,0.17105263157894737,5.846153846153846,0.625,0.375,0.5373134328358209,0.4626865671641791,0.588957055214724,0.4110429447852761,0.5914634146341463,W,0.625,W
