equipo,nombre,n,media_lambda,varianza,desviacion_estandar,minimo,maximo,asimetria,curtosis,ratio_varianza_media,adf_estadistico,adf_p_valor,adf_conclusion,kpss_estadistico,kpss_p_valor,kpss_conclusion,lambda_global,lambda_local,lambda_visitante,aic_homogeneo,aic_no_homogeneo,conclusion_no_homogeneo,umbral_evento,n_eventos,lambda_exp,media_tiempos_entre_eventos,P_WW,P_WL,P_LW,P_LL,pi_W,pi_L,prop_W,ultimo,prob_W_sig,prediccion
bulls,Chicago Bulls,164,115.03658536585365,139.4011005353956,11.806824320510389,91.0,146.0,0.07246001772577156,-0.5467245854745322,1.211797969246522,-7.34287636191936,1.0539136128207872e-10,Serie ESTACIONARIA (rechaza H0 de raiz unitaria),0.8183253703956593,0.01,Serie NO estacionaria (rechaza H0 de estacionariedad),115.03658536585365,114.04878048780488,116.02439024390245,1280.0959049934215,1280.704814008374,El modelo HOMOGENEO tiene mejor AIC. No hay evidencia suficiente de que lambda varie por local/visitante.,126.84340968636404,29,0.18421052631578946,5.428571428571429,0.37662337662337664,0.6233766233766234,0.5697674418604651,0.43023255813953487,0.4775344893051513,0.5224655106948488,0.47560975609756095,W,0.37662337662337664,L
